,ID,Cantidad de victimas,Fecha,HH,Tipo De Calle,Comuna,Long,Lat,Vehiculo Acusado,ROL,Vehiculo Victima,Sexo,Edad
175,2017-0038,1,2017-04-01,19,AVENIDA,7,-58.44516857,-34.64363363,AUTO,CONDUCTOR,MOTO,FEMENINO,40
176,2017-0040,1,2017-04-03,9,AVENIDA,13,-58.43834197,-34.54560369,MULTIPLE,CONDUCTOR,AUTO,MASCULINO,43
177,2017-0041,1,2017-04-03,23,CALLE,7,-58.45485084,-34.63531854,AUTO,CONDUCTOR,MOTO,MASCULINO,17
178,2017-0045,1,2017-04-14,6,CALLE,10,-58.52449285,-34.62454175,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,21
179,2017-0047,1,2017-04-23,6,AVENIDA,8,-58.46713742,-34.6719879,AUTO,CONDUCTOR,MOTO,MASCULINO,37
180,2017-0049,1,2017-04-27,18,AVENIDA,8,-58.43850413,-34.65554754,PASAJEROS,PEATON,PEATON,MASCULINO,22
181,2017-0052,1,2017-05-05,3,GRAL PAZ,8,-58.49413799,-34.68095739,CARGAS,PEATON,PEATON,FEMENINO,47
182,2017-0053,1,2017-05-05,20,CALLE,4,-58.37547846,-34.65326075,CARGAS,CONDUCTOR,MOTO,MASCULINO,28
183,2017-0054,1,2017-05-07,21,AVENIDA,15,-58.48680218,-34.58689719,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20
184,2017-0055,1,2017-05-09,8,AVENIDA,12,-58.49563989,-34.57962262,AUTO,CONDUCTOR,AUTO,MASCULINO,32
185,2017-0058,1,2017-05-09,23,AVENIDA,1,-58.38403232,-34.5991594,MOTO,PEATON,PEATON,MASCULINO,80
186,2017-0059,1,2017-05-11,9,CALLE,1,-58.38223382,-34.62693865,PASAJEROS,PEATON,PEATON,FEMENINO,39
187,2017-0060,1,2017-05-13,7,AVENIDA,8,-58.45966521,-34.67323292,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30
188,2017-0061,1,2017-05-15,13,AVENIDA,2,-58.39303911,-34.59871111,MOTO,PEATON,PEATON,MASCULINO,47
189,2017-0062,1,2017-05-15,16,AVENIDA,10,-58.51262106,-34.63395999,CARGAS,CONDUCTOR,MOTO,MASCULINO,35
190,2017-0063,1,2017-05-17,10,AVENIDA,1,-58.38118367,-34.61646839,PASAJEROS,PEATON,PEATON,FEMENINO,79
191,2017-0064,1,2017-05-20,5,CALLE,1,-58.37653284,-34.60582475,AUTO,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61
192,2017-0065,1,2017-05-22,16,AVENIDA,4,-58.37709334,-34.64035082,CARGAS,CICLISTA,BICICLETA,MASCULINO,21
193,2017-0066,1,2017-05-22,18,AVENIDA,15,-58.46002142,-34.60409469,PASAJEROS,PEATON,PEATON,MASCULINO,10
194,2017-0067,1,2017-05-23,2,AVENIDA,6,-58.4338197,-34.62801894,CARGAS,CONDUCTOR,MOTO,MASCULINO,21
195,2017-0068,1,2017-05-27,19,AVENIDA,8,-58.43580656,-34.66437532,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,32
196,2017-0069,1,2017-05-24,14,GRAL PAZ,9,-58.52173071,-34.65997463,SD,CONDUCTOR,MOTO,MASCULINO,39
197,2017-0070,1,2017-05-30,13,CALLE,11,-58.50791763,-34.59804273,AUTO,PEATON,PEATON,MASCULINO,80
198,2017-0072,1,2017-06-03,23,AVENIDA,12,-58.49175088,-34.58226957,AUTO,CONDUCTOR,AUTO,MASCULINO,25
199,2017-0073,1,2017-06-04,9,AVENIDA,3,-58.40781467,-34.60425669,AUTO,CONDUCTOR,MOTO,MASCULINO,19
200,2017-0074,1,2017-06-04,12,CALLE,9,-58.52567073,-34.63787791,SD,SD,SD,MASCULINO,70
201,2017-0075,1,2017-06-12,22,AVENIDA,1,-58.381542,-34.60906385,MOTO,PEATON,PEATON,MASCULINO,55
202,2017-0076,1,2017-06-13,14,AVENIDA,2,-58.38526125,-34.5780581,CARGAS,PEATON,PEATON,FEMENINO,30
203,2017-0077,1,2017-06-17,23,CALLE,14,-58.42934104,-34.58451712,CARGAS,CONDUCTOR,MOTO,FEMENINO,60
204,2017-0079,1,2017-06-19,16,CALLE,3,-58.40657493,-34.61781124,CARGAS,CONDUCTOR,MOTO,MASCULINO,33
205,2017-0080,1,2017-06-22,10,AVENIDA,9,-58.49525314,-34.64487785,CARGAS,PEATON,PEATON,FEMENINO,95
206,2017-0082,1,2017-06-25,22,AVENIDA,4,-58.39092851,-34.62932696,AUTO,PEATON,PEATON,MASCULINO,36
207,2017-0083,1,2017-07-04,0,AVENIDA,9,-58.49603546,-34.64564271,CARGAS,CONDUCTOR,MOTO,MASCULINO,37
208,2017-0084,1,2017-07-05,12,AVENIDA,2,-58.38502878,-34.58703485,PASAJEROS,PEATON,PEATON,FEMENINO,73
209,2017-0085,1,2017-07-07,14,AVENIDA,4,-58.37261143,-34.63150425,PASAJEROS,PEATON,PEATON,MASCULINO,84
210,2017-0086,1,2017-07-09,7,AVENIDA,9,-58.51876802,-34.63905965,MOTO,PEATON,PEATON,FEMENINO,30
211,2017-0087,1,2017-07-10,10,CALLE,3,-58.41095567,-34.61516101,AUTO,PEATON,PEATON,FEMENINO,73
212,2017-0088,1,2017-07-10,22,AVENIDA,1,-58.36797542,-34.62519403,PASAJEROS,PEATON,PEATON,MASCULINO,43
213,2017-0089,1,2017-07-13,12,CALLE,9,-58.51514709,-34.64787051,AUTO,SD,SD,MASCULINO,23
214,2017-0090,1,2017-07-15,5,GRAL PAZ,11,-58.51925642,-34.59171721,AUTO,PEATON,PEATON,MASCULINO,22
215,2017-0091,1,2017-07-15,13,GRAL PAZ,12,-58.48671535,-34.54321216,SD,CONDUCTOR,MOTO,MASCULINO,58
216,2017-0092,1,2017-07-24,22,AUTOPISTA,1,-58.38268809,-34.62282019,AUTO,PEATON,PEATON,MASCULINO,66
217,2017-0093,1,2017-07-25,16,AUTOPISTA,13,-58.43633522,-34.54966288,AUTO,PEATON,PEATON,MASCULINO,0
218,2017-0094,1,2017-07-27,8,CALLE,10,-58.52640838,-34.61765855,CARGAS,CICLISTA,BICICLETA,FEMENINO,56
219,2017-0095,1,2017-08-06,8,AVENIDA,14,-58.41894306,-34.59778875,AUTO,CONDUCTOR,MOTO,MASCULINO,36
220,2017-0096,1,2017-08-07,19,AVENIDA,13,-58.46756026,-34.54972741,PASAJEROS,PEATON,PEATON,MASCULINO,87
221,2017-0098,1,2017-08-08,12,CALLE,7,-58.45715752,-34.63132912,AUTO,PEATON,PEATON,FEMENINO,61
222,2017-0099,1,2017-08-17,19,AVENIDA,14,-58.42406784,-34.56213916,AUTO,CICLISTA,BICICLETA,MASCULINO,28
223,2017-0100,1,2017-08-21,7,CALLE,3,-58.3967447,-34.61512051,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16
224,2017-0101,1,2017-08-23,10,AVENIDA,13,-58.44537508,-34.57084818,MULTIPLE,PEATON,PEATON,FEMENINO,61
225,2017-0102,1,2017-08-24,1,AVENIDA,4,-58.40056767,-34.6510708,CARGAS,PEATON,PEATON,MASCULINO,46
226,2017-0104,1,2017-08-25,9,AVENIDA,1,-58.38109568,-34.61853244,CARGAS,PEATON,PEATON,FEMENINO,18
227,2017-0106,1,2017-08-31,19,CALLE,14,-58.42533612,-34.58035258,PASAJEROS,PEATON,PEATON,FEMENINO,85
228,2017-0107,1,2017-09-01,11,AVENIDA,13,-58.46062311,-34.54395182,CARGAS,CONDUCTOR,MOTO,MASCULINO,41
229,2017-0108,2,2017-09-02,4,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17
230,2017-0108,2,2017-09-02,4,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10
231,2017-0109,1,2017-09-04,21,AVENIDA,7,-58.47130269,-34.63665402,AUTO,CONDUCTOR,MOTO,MASCULINO,21
232,2017-0110,1,2017-09-06,14,AVENIDA,1,-58.370488,-34.60189492,PASAJEROS,PEATON,PEATON,MASCULINO,56
233,2017-0111,1,2017-09-07,18,CALLE,4,-58.42023854,-34.6423411,CARGAS,PEATON,PEATON,FEMENINO,79
234,2017-0112,2,2017-09-10,9,AUTOPISTA,7,-58.45807401,-34.6399743,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1
235,2017-0112,2,2017-09-10,9,AUTOPISTA,7,-58.45807401,-34.6399743,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,0
236,2017-0113,1,2017-09-11,6,AVENIDA,1,-58.37697717,-34.59573848,PASAJEROS,PEATON,PEATON,FEMENINO,76
237,2017-0114,1,2017-09-15,2,AVENIDA,2,-58.3910058,-34.5849866,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,26
238,2017-0115,1,2017-09-19,18,AVENIDA,5,-58.42182126,-34.63089661,BICICLETA,CONDUCTOR,MOTO,MASCULINO,34
239,2017-0116,1,2017-09-20,22,GRAL PAZ,12,-58.51389422,-34.58075791,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,22
240,2017-0118,1,2017-09-22,7,AVENIDA,4,-58.37585415,-34.65232158,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26
241,2017-0120,1,2017-10-02,15,AUTOPISTA,9,-58.47297505,-34.66245085,CARGAS,CONDUCTOR,MOTO,MASCULINO,20
242,2017-0123,1,2017-10-10,1,AVENIDA,8,-58.46855503,-34.67216349,AUTO,PEATON,PEATON,FEMENINO,36
243,2017-0124,1,2017-10-12,14,CALLE,15,-58.44254033,-34.59185043,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,51
244,2017-0125,1,2017-10-13,6,AVENIDA,8,-58.46622247,-34.67926929,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,29
245,2017-0126,2,2017-10-14,6,AVENIDA,8,-58.48003734,-34.68148508,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39
246,2017-0126,2,2017-10-14,6,AVENIDA,8,-58.48003734,-34.68148508,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,36
247,2017-0127,1,2017-10-16,7,AVENIDA,2,-58.41192137,-34.59800248,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24
248,2017-0128,1,2017-10-17,12,CALLE,6,-58.44034689,-34.61349731,PASAJEROS,PEATON,PEATON,FEMENINO,60
249,2017-0129,1,2017-10-26,19,AUTOPISTA,9,-58.47155277,-34.64925746,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,57
250,2017-0130,1,2017-10-27,5,AVENIDA,15,-58.47883099,-34.59967065,CARGAS,CONDUCTOR,AUTO,MASCULINO,23
251,2017-0132,1,2017-10-30,14,AVENIDA,8,-58.46552171,-34.6937413,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,23
252,2017-0134,1,2017-11-06,18,AVENIDA,8,-58.4423972,-34.66777987,PASAJEROS,PEATON,PEATON,FEMENINO,47
253,2017-0135,1,2017-11-07,12,AVENIDA,15,-58.47032551,-34.59626814,CARGAS,CONDUCTOR,MOTO,MASCULINO,24
254,2017-0136,1,2017-11-16,8,AVENIDA,4,-58.41827843,-34.65522746,PASAJEROS,PEATON,PEATON,MASCULINO,55
255,2017-0137,1,2017-11-17,11,AVENIDA,11,-58.51280715,-34.59279388,CARGAS,PEATON,PEATON,FEMENINO,60
256,2017-0138,1,2017-11-19,10,AVENIDA,7,-58.46258582,-34.64385704,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25
257,2017-0139,1,2017-11-19,22,AVENIDA,8,-58.45064148,-34.68003614,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15
258,2017-0141,1,2017-11-23,19,AVENIDA,6,-58.42717783,-34.62513374,PASAJEROS,PEATON,PEATON,FEMENINO,22
259,2017-0143,1,2017-11-25,21,CALLE,11,-58.46442001,-34.60724519,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,50
260,2017-0144,1,2017-11-26,6,GRAL PAZ,8,-58.47064556,-34.69843756,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50
261,2017-0145,1,2017-11-26,17,CALLE,5,-58.41677733,-34.61223119,AUTO,CONDUCTOR,MOTO,MASCULINO,58
262,2017-0147,1,2017-11-28,11,GRAL PAZ,9,-58.5025179,-34.67450313,AUTO,CONDUCTOR,MOTO,MASCULINO,49
263,2017-0148,1,2017-11-29,10,AVENIDA,3,-58.40708125,-34.62438894,PASAJEROS,PEATON,PEATON,FEMENINO,82
264,2017-0149,1,2017-11-30,12,AVENIDA,1,-58.36947198,-34.61477051,PASAJEROS,PEATON,PEATON,MASCULINO,13
265,2017-0150,1,2017-12-04,1,AVENIDA,9,-58.51140889,-34.63934531,AUTO,PEATON,PEATON,MASCULINO,56
266,2017-0151,1,2017-12-04,2,CALLE,4,-58.37460912,-34.65559133,PASAJEROS,PEATON,PEATON,MASCULINO,0
267,2017-0152,1,2017-12-06,17,CALLE,4,-58.41146277,-34.65073916,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,19
268,2017-0153,2,2017-12-11,2,AVENIDA,6,-58.42855267,-34.61829385,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,0
269,2017-0153,2,2017-12-11,2,AVENIDA,6,-58.42855267,-34.61829385,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30
270,2017-0154,1,2017-12-11,9,AVENIDA,4,-58.39035581,-34.63412287,PASAJEROS,PEATON,PEATON,MASCULINO,76
271,2017-0155,1,2017-12-12,21,AVENIDA,7,-58.45593915,-34.62656868,MOTO,SD,SD,MASCULINO,77
272,2017-0157,1,2017-12-17,9,GRAL PAZ,9,-58.52866211,-34.64597065,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,53
273,2017-0158,1,2017-12-18,21,GRAL PAZ,11,-58.52037476,-34.59407024,AUTO,CONDUCTOR,MOTO,MASCULINO,32
274,2017-0159,1,2017-12-20,4,AVENIDA,1,-58.38896772,-34.61799615,AUTO,CONDUCTOR,MOTO,MASCULINO,27
275,2017-0160,1,2017-12-22,13,AVENIDA,7,-58.47074114,-34.62771756,MOTO,PEATON,PEATON,FEMENINO,30
276,2017-0161,1,2017-12-26,15,AVENIDA,9,-58.48200819,-34.65969965,AUTO,PEATON,PEATON,FEMENINO,30
277,2018-0001,1,2018-01-01,22,AVENIDA,3,-58.39536773,-34.62297346,MOTO,PEATON,PEATON,MASCULINO,83
278,2018-0002,1,2018-01-03,16,CALLE,1,-58.37456088,-34.61895467,PASAJEROS,CICLISTA,BICICLETA,FEMENINO,26
279,2018-0003,1,2018-01-05,10,AVENIDA,15,-58.44860217,-34.60395657,MULTIPLE,PEATON,PEATON,FEMENINO,58
280,2018-0004,1,2018-01-09,9,AVENIDA,13,-58.46129513,-34.54332766,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,39
281,2018-0005,1,2018-01-09,22,AVENIDA,1,-58.36907201,-34.61953517,PASAJEROS,PEATON,PEATON,MASCULINO,54
282,2018-0006,1,2018-01-10,21,CALLE,6,-58.44062219,-34.62499107,PASAJEROS,CICLISTA,BICICLETA,FEMENINO,45
283,2018-0007,1,2018-01-11,2,AUTOPISTA,9,-58.52502765,-34.63601265,AUTO,CONDUCTOR,AUTO,MASCULINO,46
284,2018-0008,1,2018-01-12,17,AVENIDA,1,-58.36659655,-34.61687778,CARGAS,CONDUCTOR,MOTO,FEMENINO,32
285,2018-0009,1,2018-01-14,2,AVENIDA,4,-58.36737389,-34.62763661,MOTO,CONDUCTOR,MOTO,MASCULINO,19
286,2018-0010,1,2018-01-18,5,CALLE,10,-58.49807953,-34.63038658,CARGAS,CONDUCTOR,MOTO,MASCULINO,40
287,2018-0011,1,2018-01-19,10,AVENIDA,2,-58.39092703,-34.59088447,PASAJEROS,PEATON,PEATON,MASCULINO,84
288,2018-0012,1,2018-01-26,13,CALLE,8,-58.46912006,-34.68049201,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20
289,2018-0013,1,2018-01-28,8,AVENIDA,12,-58.48661286,-34.56786129,AUTO,CONDUCTOR,MOTO,MASCULINO,44
290,2018-0014,1,2018-01-31,20,AVENIDA,7,-58.44074927,-34.65080597,MOTO,PEATON,PEATON,MASCULINO,0
291,2018-0015,2,2018-02-06,1,AVENIDA,4,-58.38636298,-34.64684275,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,28
292,2018-0015,2,2018-02-06,1,AVENIDA,4,-58.38636298,-34.64684275,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19
293,2018-0016,1,2018-02-15,10,AVENIDA,1,-58.37533517,-34.59276462,CARGAS,CONDUCTOR,MOTO,MASCULINO,31
294,2018-0017,1,2018-02-17,4,AVENIDA,7,-58.46963952,-34.63070603,AUTO,PEATON,PEATON,MASCULINO,35
295,2018-0018,1,2018-02-17,7,CALLE,4,-58.37207554,-34.64543658,CARGAS,CONDUCTOR,MOTO,MASCULINO,26
296,2018-0019,1,2018-02-17,12,AVENIDA,2,-58.39189441,-34.59176378,PASAJEROS,PEATON,PEATON,FEMENINO,80
297,2018-0020,1,2018-02-19,22,AUTOPISTA,8,-58.45012957,-34.66518343,CARGAS,CONDUCTOR,MOTO,MASCULINO,26
298,2018-0021,1,2018-02-22,10,AVENIDA,4,-58.40184094,-34.64546845,PASAJEROS,PEATON,PEATON,FEMENINO,62
299,2018-0022,1,2018-02-24,0,AVENIDA,4,-58.37441153,-34.63966783,CARGAS,CONDUCTOR,MOTO,MASCULINO,28
300,2018-0023,1,2018-02-24,6,CALLE,6,-58.44110156,-34.62082399,AUTO,CONDUCTOR,MOTO,MASCULINO,28
301,2018-0024,1,2018-02-28,23,AVENIDA,15,-58.47087351,-34.57827342,CARGAS,PEATON,PEATON,MASCULINO,70
302,2018-0025,1,2018-03-04,22,AVENIDA,7,-58.4596221,-34.6224514,AUTO,PEATON,PEATON,MASCULINO,70
303,2018-0026,2,2018-03-09,4,AVENIDA,4,-58.41657793,-34.65476216,CARGAS,CONDUCTOR,MOVIL,MASCULINO,24
304,2018-0026,2,2018-03-09,4,AVENIDA,4,-58.41657793,-34.65476216,CARGAS,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30
305,2018-0027,1,2018-03-11,23,CALLE,5,-58.41911301,-34.63722107,MOTO,PEATON,PEATON,FEMENINO,74
306,2018-0028,1,2018-03-13,15,AVENIDA,9,-58.47120586,-34.64251042,CARGAS,PEATON,PEATON,MASCULINO,71
307,2018-0029,1,2018-03-15,18,AVENIDA,11,-58.47418944,-34.62049672,AUTO,CONDUCTOR,MOTO,MASCULINO,26
308,2018-0030,1,2018-03-20,1,AVENIDA,15,-58.46720441,-34.57905579,MOTO,CONDUCTOR,MOTO,MASCULINO,24
309,2018-0031,1,2018-03-28,10,AVENIDA,11,-58.46909362,-34.6177971,CARGAS,CONDUCTOR,MOTO,MASCULINO,31
310,2018-0032,1,2018-04-02,13,AVENIDA,13,-58.44704343,-34.5688864,PASAJEROS,PEATON,PEATON,MASCULINO,70
311,2018-0033,1,2018-04-07,7,AVENIDA,10,-58.50535541,-34.62902048,CARGAS,CONDUCTOR,MOTO,FEMENINO,42
312,2018-0034,1,2018-04-11,18,AVENIDA,2,-58.40021675,-34.59522198,PASAJEROS,PEATON,PEATON,MASCULINO,24
313,2018-0035,1,2018-04-12,16,AVENIDA,7,-58.46325991,-34.62919627,PASAJEROS,PEATON,PEATON,FEMENINO,39
314,2018-0036,1,2018-04-13,23,AVENIDA,15,-58.49471482,-34.59694755,AUTO,CONDUCTOR,MOTO,MASCULINO,37
315,2018-0037,1,2018-04-18,18,AVENIDA,2,-58.3987261,-34.59975962,CARGAS,PEATON,PEATON,MASCULINO,84
316,2018-0038,2,2018-04-20,17,AVENIDA,1,-58.38872177,-34.60885045,AUTO,PEATON,PEATON,FEMENINO,59
317,2018-0038,2,2018-04-20,17,AVENIDA,1,-58.38872177,-34.60885045,AUTO,PEATON,PEATON,MASCULINO,61
318,2018-0040,1,2018-04-27,11,CALLE,13,-58.45686132,-34.57305993,CARGAS,PEATON,PEATON,FEMENINO,0
319,2018-0041,1,2018-04-27,13,AVENIDA,4,-58.42281627,-34.64282424,PASAJEROS,PEATON,PEATON,FEMENINO,78
320,2018-0042,1,2018-04-27,18,CALLE,4,-58.38666024,-34.63953396,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23
321,2018-0043,1,2018-04-28,6,AVENIDA,11,-58.49122843,-34.61207587,AUTO,CONDUCTOR,MOTO,MASCULINO,25
322,2018-0044,1,2018-04-28,9,AVENIDA,3,-58.40098306,-34.61866627,AUTO,PEATON,PEATON,FEMENINO,50
323,2018-0045,1,2018-04-30,7,AVENIDA,13,-58.45448963,-34.5791692,CARGAS,CONDUCTOR,AUTO,MASCULINO,60
324,2018-0046,1,2018-05-02,3,GRAL PAZ,9,-58.52927982,-34.63931752,AUTO,PEATON,PEATON,MASCULINO,11
325,2018-0047,1,2018-05-08,19,AVENIDA,15,-58.44759966,-34.5917024,PASAJEROS,PEATON,PEATON,MASCULINO,82
326,2018-0048,1,2018-05-09,10,AVENIDA,7,-58.46411215,-34.62925068,PASAJEROS,PEATON,PEATON,MASCULINO,57
327,2018-0049,1,2018-05-11,19,CALLE,13,-58.4621322,-34.55395823,AUTO,PEATON,PEATON,FEMENINO,40
328,2018-0050,1,2018-05-14,18,AVENIDA,13,-58.45669422,-34.5620361,PASAJEROS,PEATON,PEATON,FEMENINO,47
329,2018-0051,1,2018-05-15,21,CALLE,4,-58.3597716,-34.64341878,AUTO,PEATON,PEATON,FEMENINO,57
330,2018-0052,1,2018-05-18,20,AVENIDA,15,-58.49820145,-34.59070093,PASAJEROS,PEATON,PEATON,MASCULINO,78
331,2018-0053,1,2018-05-20,2,CALLE,3,-58.4105928,-34.5993918,AUTO,CONDUCTOR,MOTO,MASCULINO,43
332,2018-0054,1,2018-05-22,11,CALLE,12,-58.47969138,-34.57121563,BICICLETA,PEATON,PEATON,FEMENINO,86
333,2018-0055,1,2018-05-29,7,AVENIDA,3,-58.40351561,-34.61883916,AUTO,CONDUCTOR,MOTO,MASCULINO,21
334,2018-0056,1,2018-06-02,13,AVENIDA,9,-58.51973844,-34.63918987,PASAJEROS,PEATON,PEATON,FEMENINO,69
335,2018-0057,1,2018-06-03,3,CALLE,3,-58.39311376,-34.62163006,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33
336,2018-0058,1,2018-06-03,6,AVENIDA,15,-58.43531242,-34.59082159,AUTO,CONDUCTOR,MOTO,MASCULINO,26
337,2018-0059,1,2018-06-08,6,AVENIDA,5,-58.41178165,-34.63035454,OTRO,CONDUCTOR,MOTO,MASCULINO,54
338,2018-0060,1,2018-06-08,12,AVENIDA,1,-58.370488,-34.60189492,PASAJEROS,PEATON,PEATON,MASCULINO,51
339,2018-0061,1,2018-06-10,11,CALLE,3,-58.39883882,-34.61964833,MOTO,CONDUCTOR,MOTO,MASCULINO,51
340,2018-0062,1,2018-06-14,1,CALLE,6,-58.44110156,-34.62082399,CARGAS,PEATON,PEATON,MASCULINO,32
341,2018-0063,1,2018-06-16,21,AVENIDA,1,-58.37093138,-34.59952725,PASAJEROS,PEATON,PEATON,FEMENINO,28
342,2018-0064,1,2018-06-25,1,AVENIDA,7,-58.45855262,-34.63953253,CARGAS,CONDUCTOR,AUTO,MASCULINO,30
343,2018-0065,1,2018-06-26,17,CALLE,1,-58.38161909,-34.59283447,CARGAS,CONDUCTOR,MOTO,MASCULINO,35
344,2018-0066,1,2018-06-28,11,AVENIDA,15,-58.45511899,-34.58698157,PASAJEROS,PEATON,PEATON,MASCULINO,73
345,2018-0067,1,2018-06-29,16,AVENIDA,4,-58.37724226,-34.62973033,AUTO,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81
346,2018-0068,1,2018-07-01,9,AVENIDA,7,-58.45546217,-34.62930339,AUTO,CONDUCTOR,MOTO,MASCULINO,21
347,2018-0069,1,2018-07-04,21,AVENIDA,2,-58.39897064,-34.59954925,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,20
348,2018-0070,1,2018-07-07,15,CALLE,3,-58.40917826,-34.62126274,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33
349,2018-0071,1,2018-07-10,17,AVENIDA,1,-58.36726348,-34.61099738,CARGAS,CONDUCTOR,MOTO,MASCULINO,0
350,2018-0072,1,2018-07-11,13,AUTOPISTA,8,-58.48267426,-34.68454456,CARGAS,CONDUCTOR,MOTO,MASCULINO,27
