,ID,Cantidad de victimas,Fecha,HH,Tipo De Calle,Comuna,Long,Lat,Vehiculo Acusado,ROL,Vehiculo Victima,Sexo,Edad
351,2018-0073,1,2018-07-11,15,AVENIDA,4,-58.39546165,-34.65168841,CARGAS,PEATON,PEATON,FEMENINO,67
352,2018-0074,1,2018-07-14,6,AVENIDA,7,-58.46941984,-34.63376545,CARGAS,CONDUCTOR,AUTO,MASCULINO,25
353,2018-0075,1,2018-07-15,7,AVENIDA,14,-58.40367321,-34.58129246,AUTO,PEATON,PEATON,MASCULINO,23
354,2018-0076,1,2018-07-16,9,CALLE,9,-58.52932872,-34.65014993,CARGAS,CONDUCTOR,AUTO,MASCULINO,73
355,2018-0077,1,2018-07-16,23,CALLE,3,-58.40917826,-34.62126274,CARGAS,CONDUCTOR,AUTO,MASCULINO,58
356,2018-0078,1,2018-07-21,6,CALLE,2,-58.41264127,-34.59473294,AUTO,PEATON,PEATON,MASCULINO,27
357,2018-0079,1,2018-07-23,7,GRAL PAZ,9,-58.50877521,-34.66977709,CARGAS,PEATON,PEATON,MASCULINO,0
358,2018-0080,1,2018-07-25,22,AVENIDA,9,-58.51232237,-34.6590353,AUTO,PEATON,PEATON,MASCULINO,26
359,2018-0081,1,2018-07-29,6,AVENIDA,7,-58.44744156,-34.64567171,MULTIPLE,PEATON,PEATON,MASCULINO,35
360,2018-0082,1,2018-08-01,15,AVENIDA,9,-58.49441273,-34.65869968,CARGAS,CONDUCTOR,MOTO,FEMENINO,17
361,2018-0083,1,2018-08-02,5,GRAL PAZ,8,-58.47976785,-34.69153196,CARGAS,CONDUCTOR,MOTO,MASCULINO,0
362,2018-0084,1,2018-08-03,7,AVENIDA,1,-58.36523349,-34.62260331,CARGAS,PEATON,PEATON,MASCULINO,45
363,2018-0085,2,2018-08-03,18,AVENIDA,3,-58.39118948,-34.62704273,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22
364,2018-0085,2,2018-08-03,18,AVENIDA,3,-58.39118948,-34.62704273,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30
365,2018-0086,1,2018-08-10,21,AVENIDA,9,-58.49019551,-34.65015854,PASAJEROS,PEATON,PEATON,MASCULINO,40
366,2018-0087,1,2018-08-15,19,AVENIDA,5,-58.41644362,-34.63023775,PASAJEROS,PEATON,PEATON,MASCULINO,75
367,2018-0088,1,2018-08-17,16,GRAL PAZ,12,-58.5007381,-34.5497951,CARGAS,CONDUCTOR,MOTO,MASCULINO,0
368,2018-0089,1,2018-08-17,17,AVENIDA,4,-58.39626094,-34.63036565,PASAJEROS,PEATON,PEATON,MASCULINO,80
369,2018-0090,1,2018-08-18,10,AVENIDA,8,-58.43284809,-34.67051543,AUTO,CONDUCTOR,MOTO,MASCULINO,27
370,2018-0091,1,2018-08-19,18,AUTOPISTA,9,-58.52280139,-34.63659934,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23
371,2018-0092,1,2018-08-20,8,AVENIDA,14,-58.4233693,-34.59774487,AUTO,CONDUCTOR,MOTO,MASCULINO,23
372,2018-0093,1,2018-08-20,8,CALLE,1,-58.38691681,-34.63105973,PASAJEROS,PEATON,PEATON,MASCULINO,24
373,2018-0094,1,2018-08-23,5,CALLE,14,-58.4116902,-34.5857988,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,32
374,2018-0095,1,2018-08-26,0,AVENIDA,9,-58.46739825,-34.65117757,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49
375,2018-0096,1,2018-08-31,22,AUTOPISTA,8,-58.44483258,-34.67152226,AUTO,PEATON,PEATON,MASCULINO,39
376,2018-0097,1,2018-09-02,10,AVENIDA,8,-58.43254025,-34.66128115,OTRO,CONDUCTOR,AUTO,FEMENINO,35
377,2018-0098,2,2018-09-09,5,GRAL PAZ,8,-58.47199387,-34.69640164,AUTO,CONDUCTOR,AUTO,MASCULINO,55
378,2018-0098,2,2018-09-09,5,GRAL PAZ,8,-58.47199387,-34.69640164,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54
379,2018-0099,1,2018-09-12,14,AVENIDA,7,-58.46411215,-34.62925068,PASAJEROS,PEATON,PEATON,MASCULINO,18
380,2018-0100,1,2018-09-20,10,AVENIDA,1,-58.36217754,-34.62367156,AUTO,SD,MOTO,FEMENINO,33
381,2018-0101,1,2018-09-21,0,GRAL PAZ,12,-58.48098594,-34.5407313,MULTIPLE,CONDUCTOR,AUTO,MASCULINO,0
382,2018-0102,1,2018-09-21,0,CALLE,4,-58.41083404,-34.64640709,AUTO,CONDUCTOR,MOTO,MASCULINO,20
383,2018-0103,1,2018-09-27,17,AVENIDA,7,-58.44609828,-34.64446729,MOTO,PEATON,PEATON,MASCULINO,1
384,2018-0104,1,2018-10-01,8,AUTOPISTA,4,-58.37709334,-34.64035082,MOTO,CONDUCTOR,MOTO,MASCULINO,22
385,2018-0105,1,2018-10-03,18,AVENIDA,7,-58.46963952,-34.63070603,PASAJEROS,PEATON,PEATON,FEMENINO,56
386,2018-0106,1,2018-10-04,22,AVENIDA,13,-58.43674281,-34.55161027,MOTO,CONDUCTOR,MOTO,MASCULINO,27
387,2018-0107,1,2018-10-06,14,AVENIDA,3,-58.4059686,-34.61011987,PASAJEROS,PEATON,PEATON,FEMENINO,62
388,2018-0108,1,2018-10-09,14,AVENIDA,1,-58.36154069,-34.60463618,AUTO,CONDUCTOR,MOTO,MASCULINO,37
389,2018-0109,1,2018-10-10,22,AVENIDA,1,-58.37062179,-34.60066507,PASAJEROS,PEATON,PEATON,MASCULINO,34
390,2018-0110,1,2018-10-13,3,AVENIDA,15,-58.43220014,-34.60207186,MOTO,PEATON,PEATON,MASCULINO,60
391,2018-0111,1,2018-10-19,12,AUTOPISTA,9,-58.46958442,-34.64949724,CARGAS,CONDUCTOR,MOTO,MASCULINO,28
392,2018-0112,1,2018-10-24,9,CALLE,15,-58.44671397,-34.59970903,CARGAS,CONDUCTOR,MOTO,FEMENINO,28
393,2018-0113,1,2018-10-25,11,CALLE,11,-58.47152163,-34.61474911,CARGAS,CONDUCTOR,MOTO,MASCULINO,20
394,2018-0114,1,2018-10-30,2,AVENIDA,1,-58.39032921,-34.61807951,AUTO,CONDUCTOR,MOTO,MASCULINO,23
395,2018-0115,1,2018-10-31,12,CALLE,9,-58.52887773,-34.64297861,PASAJEROS,PEATON,PEATON,MASCULINO,42
396,2018-0116,1,2018-11-01,10,GRAL PAZ,8,-58.49371157,-34.67981324,CARGAS,PEATON,PEATON,MASCULINO,48
397,2018-0117,1,2018-11-04,8,AVENIDA,9,-58.48266599,-34.66012327,MOTO,CONDUCTOR,MOTO,MASCULINO,30
398,2018-0118,1,2018-11-05,14,AVENIDA,3,-58.40612253,-34.60774301,MOTO,PEATON,PEATON,FEMENINO,80
399,2018-0119,1,2018-11-05,22,AVENIDA,8,-58.43613623,-34.66292532,SD,PEATON,PEATON,FEMENINO,32
400,2018-0120,1,2018-11-09,13,AVENIDA,12,-58.48250732,-34.57208238,AUTO,PEATON,PEATON,FEMENINO,51
401,2018-0121,1,2018-11-09,16,AVENIDA,10,-58.49945705,-34.6374328,PASAJEROS,PEATON,PEATON,FEMENINO,72
402,2018-0122,1,2018-11-12,1,AUTOPISTA,8,-58.47743966,-34.67233407,AUTO,CONDUCTOR,AUTO,MASCULINO,33
403,2018-0123,1,2018-11-12,3,GRAL PAZ,9,-58.5025179,-34.67450313,SD,CONDUCTOR,AUTO,MASCULINO,25
404,2018-0124,1,2018-11-15,19,AUTOPISTA,9,-58.52144411,-34.63682499,CARGAS,CONDUCTOR,CARGAS,MASCULINO,44
405,2018-0125,1,2018-11-16,21,AVENIDA,4,-58.41650465,-34.65084045,PASAJEROS,PEATON,PEATON,MASCULINO,29
406,2018-0126,1,2018-11-18,12,GRAL PAZ,9,-58.52994219,-34.64055918,AUTO,CONDUCTOR,MOTO,MASCULINO,27
407,2018-0127,1,2018-11-19,9,GRAL PAZ,12,-58.50993046,-34.56919739,MOTO,CONDUCTOR,MOTO,MASCULINO,29
408,2018-0128,2,2018-11-25,4,GRAL PAZ,9,-58.52844623,-34.64592873,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49
409,2018-0128,2,2018-11-25,4,GRAL PAZ,9,-58.52844623,-34.64592873,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39
410,2018-0129,1,2018-11-28,4,AVENIDA,15,-58.45021367,-34.58695347,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,37
411,2018-0130,1,2018-12-03,3,AVENIDA,10,-58.49022072,-34.62770192,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,0
412,2018-0131,1,2018-12-07,19,AVENIDA,1,-58.36860866,-34.60106568,CARGAS,CONDUCTOR,MOTO,MASCULINO,29
413,2018-0132,1,2018-12-12,8,AUTOPISTA,2,-58.39490504,-34.57241534,CARGAS,PEATON,PEATON,MASCULINO,70
414,2018-0133,1,2018-12-12,14,AVENIDA,7,-58.46963952,-34.63070603,CARGAS,PEATON,PEATON,FEMENINO,60
415,2018-0134,1,2018-12-12,21,AVENIDA,7,-58.42349365,-34.64019887,MOTO,PEATON,PEATON,MASCULINO,56
416,2018-0135,1,2018-12-18,14,AVENIDA,1,-58.37471802,-34.61265002,PASAJEROS,PEATON,PEATON,MASCULINO,80
417,2018-0136,1,2018-12-18,15,AVENIDA,7,-58.46438789,-34.62913916,PASAJEROS,PEATON,PEATON,FEMENINO,70
418,2018-0137,1,2018-12-18,20,CALLE,1,-58.38481975,-34.61100424,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29
419,2018-0138,1,2018-12-21,9,CALLE,10,-58.50751833,-34.62073702,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79
420,2018-0139,1,2018-12-22,6,CALLE,7,-58.44682986,-34.63888084,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28
421,2018-0140,1,2018-12-22,8,CALLE,1,-58.3600465,-34.61381341,AUTO,CONDUCTOR,AUTO,MASCULINO,78
422,2018-0141,1,2018-12-22,17,AVENIDA,5,-58.41509546,-34.62085945,MOTO,PEATON,PEATON,MASCULINO,75
423,2018-0142,1,2018-12-25,13,GRAL PAZ,12,-58.50997604,-34.57251072,PASAJEROS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32
424,2018-0143,1,2018-12-29,5,AVENIDA,10,-58.48606475,-34.64047818,AUTO,CONDUCTOR,MOTO,MASCULINO,22
425,2019-0001,1,2019-01-08,8,AVENIDA,2,-58.38526125,-34.5780581,CARGAS,CONDUCTOR,MOTO,MASCULINO,25
426,2019-0002,1,2019-01-09,4,AVENIDA,7,-58.45463662,-34.65082149,CARGAS,CONDUCTOR,AUTO,MASCULINO,32
427,2019-0003,1,2019-01-12,8,AVENIDA,15,-58.49121672,-34.59718073,AUTO,CONDUCTOR,MOTO,MASCULINO,23
428,2019-0004,1,2019-01-14,19,AVENIDA,9,-58.47325712,-34.65284605,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,71
429,2019-0005,1,2019-01-19,12,AVENIDA,10,-58.52108101,-34.63382309,CARGAS,CONDUCTOR,MOTO,MASCULINO,43
430,2019-0006,1,2019-01-23,5,AVENIDA,14,-58.41652702,-34.55509606,AUTO,PEATON,PEATON,FEMENINO,12
431,2019-0007,1,2019-01-26,19,CALLE,5,-58.42891604,-34.6107166,AUTO,CONDUCTOR,MOTO,MASCULINO,35
432,2019-0008,1,2019-01-30,22,GRAL PAZ,8,-58.47802293,-34.69156793,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,42
433,2019-0009,1,2019-01-31,14,AVENIDA,1,-58.37564821,-34.62200207,AUTO,CONDUCTOR,MOTO,MASCULINO,34
434,2019-0010,2,2019-02-02,7,AVENIDA,14,-58.42668489,-34.56961468,AUTO,PEATON,PEATON,MASCULINO,0
435,2019-0010,2,2019-02-02,7,AVENIDA,14,-58.42668489,-34.56961468,AUTO,PEATON,PEATON,MASCULINO,59
436,2019-0011,1,2019-02-10,1,GRAL PAZ,9,-58.5183993,-34.66252488,AUTO,PEATON,PEATON,MASCULINO,0
437,2019-0012,1,2019-02-17,3,AVENIDA,8,-58.48432691,-34.67665828,AUTO,CONDUCTOR,MOTO,MASCULINO,31
438,2019-0013,1,2019-02-20,7,CALLE,7,-58.4338383,-34.64457699,AUTO,PEATON,PEATON,MASCULINO,39
439,2019-0014,1,2019-02-20,17,CALLE,11,-58.51664939,-34.58657938,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,69
440,2019-0015,1,2019-02-23,6,AVENIDA,11,-58.49613012,-34.59703502,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,21
441,2019-0016,1,2019-02-24,2,CALLE,4,-58.38313603,-34.63356284,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,40
442,2019-0017,1,2019-03-03,7,CALLE,3,-58.39914719,-34.61632317,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,22
443,2019-0018,1,2019-03-03,23,AUTOPISTA,13,-58.44927253,-34.54048625,AUTO,PEATON,PEATON,FEMENINO,29
444,2019-0019,1,2019-03-06,12,AVENIDA,13,-58.45049163,-34.55374003,AUTO,CONDUCTOR,MOTO,MASCULINO,0
445,2019-0020,1,2019-03-07,21,AVENIDA,5,-58.41288952,-34.63572989,AUTO,CONDUCTOR,MOTO,MASCULINO,43
446,2019-0021,1,2019-03-15,22,AVENIDA,7,-58.45743597,-34.62561234,AUTO,CONDUCTOR,MOTO,MASCULINO,23
447,2019-0022,1,2019-03-15,0,AVENIDA,1,-58.39123782,-34.62352245,SD,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,0
448,2019-0023,1,2019-03-16,8,GRAL PAZ,9,-58.52922765,-34.63637963,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,34
449,2019-0024,1,2019-03-19,7,AVENIDA,1,-58.37208118,-34.58541957,CARGAS,CONDUCTOR,MOTO,MASCULINO,32
450,2019-0025,1,2019-03-22,13,CALLE,5,-58.41458534,-34.60937557,AUTO,PEATON,PEATON,MASCULINO,27
451,2019-0026,1,2019-03-28,7,AVENIDA,8,-58.47976785,-34.69153196,PASAJEROS,PEATON,PEATON,MASCULINO,0
452,2019-0027,1,2019-03-28,11,AVENIDA,2,-58.39990285,-34.59511714,MULTIPLE,CICLISTA,BICICLETA,MASCULINO,37
453,2019-0028,1,2019-04-06,9,AVENIDA,11,-58.46051346,-34.60588536,PASAJEROS,PEATON,PEATON,FEMENINO,0
454,2019-0029,1,2019-04-07,10,AVENIDA,8,-58.47976785,-34.69153196,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27
455,2019-0030,1,2019-04-09,16,CALLE,7,-58.45457546,-34.62447891,CARGAS,CONDUCTOR,MOTO,MASCULINO,25
456,2019-0031,1,2019-04-12,19,AVENIDA,1,-58.36951669,-34.59832047,CARGAS,CICLISTA,BICICLETA,MASCULINO,20
457,2019-0032,1,2019-04-16,11,AVENIDA,11,-58.46415322,-34.6044379,AUTO,PEATON,PEATON,FEMENINO,83
458,2019-0033,1,2019-04-18,1,AUTOPISTA,1,-58.36607137,-34.62150748,SD,CONDUCTOR,MOTO,MASCULINO,25
459,2019-0034,1,2019-04-21,9,AVENIDA,7,-58.45537373,-34.65093074,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,0
460,2019-0035,1,2019-04-23,14,CALLE,1,-58.37942637,-34.60053054,BICICLETA,PEATON,PEATON,FEMENINO,75
461,2019-0036,1,2019-04-26,22,CALLE,6,-58.4368044,-34.62147504,AUTO,CONDUCTOR,MOTO,MASCULINO,34
462,2019-0037,1,2019-05-01,23,AVENIDA,3,-58.40778291,-34.61971907,AUTO,CONDUCTOR,MOTO,MASCULINO,17
463,2019-0038,1,2019-05-04,14,AVENIDA,13,-58.45212523,-34.54628513,MOTO,PEATON,PEATON,FEMENINO,42
464,2019-0039,1,2019-05-09,3,AVENIDA,7,-58.46749188,-34.63551751,AUTO,CONDUCTOR,MOTO,MASCULINO,28
465,2019-0040,1,2019-05-09,12,CALLE,7,-58.4426358,-34.63679732,SD,CONDUCTOR,MOTO,MASCULINO,44
466,2019-0041,1,2019-05-11,20,AVENIDA,9,-58.51140289,-34.65846419,MULTIPLE,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78
467,2019-0042,1,2019-05-14,15,CALLE,1,-58.38211431,-34.62465368,PASAJEROS,PEATON,PEATON,MASCULINO,39
468,2019-0043,1,2019-05-21,9,AVENIDA,1,-58.36951669,-34.59832047,CARGAS,CICLISTA,BICICLETA,FEMENINO,0
469,2019-0044,1,2019-05-27,12,AVENIDA,5,-58.41635217,-34.62036547,MOTO,PEATON,PEATON,FEMENINO,77
470,2019-0045,1,2019-06-03,7,AVENIDA,14,-58.41316147,-34.57579669,CARGAS,CONDUCTOR,MOTO,MASCULINO,33
471,2019-0046,1,2019-06-04,9,GRAL PAZ,13,-58.47617802,-34.53825652,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26
472,2019-0047,1,2019-06-06,10,AVENIDA,4,-58.38641783,-34.63330028,CARGAS,PEATON,PEATON,MASCULINO,76
473,2019-0048,1,2019-06-07,7,AVENIDA,6,-58.45322169,-34.62038137,CARGAS,CONDUCTOR,MOTO,MASCULINO,32
474,2019-0049,1,2019-06-08,9,CALLE,13,-58.45849057,-34.56166498,CARGAS,PEATON,PEATON,FEMENINO,72
475,2019-0050,1,2019-06-08,23,AVENIDA,14,-58.41829559,-34.59411677,CARGAS,CONDUCTOR,MOTO,MASCULINO,21
476,2019-0051,1,2019-06-11,10,CALLE,4,-58.36376488,-34.63832093,AUTO,CONDUCTOR,MOTO,MASCULINO,41
477,2019-0053,1,2019-06-14,17,AVENIDA,8,-58.46442668,-34.66004784,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49
478,2019-0054,1,2019-06-20,3,CALLE,15,-58.48222035,-34.58428769,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,21
479,2019-0055,1,2019-06-20,19,AVENIDA,1,-58.36819005,-34.60283208,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,47
480,2019-0056,1,2019-06-29,17,AVENIDA,7,-58.45877601,-34.62330939,AUTO,PEATON,PEATON,FEMENINO,75
481,2019-0057,1,2019-07-05,19,CALLE,13,-58.44196498,-34.55760517,AUTO,PEATON,PEATON,FEMENINO,63
482,2019-0058,1,2019-07-10,9,AUTOPISTA,10,-58.50622631,-34.63627822,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,39
483,2019-0059,1,2019-07-13,22,CALLE,1,-58.3841088,-34.63099197,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30
484,2019-0060,1,2019-07-17,11,AVENIDA,10,-58.48100602,-34.63504312,AUTO,PEATON,PEATON,FEMENINO,78
485,2019-0061,1,2019-07-17,18,CALLE,13,-58.45200171,-34.5578132,PASAJEROS,PEATON,PEATON,FEMENINO,58
486,2019-0062,1,2019-08-01,23,AVENIDA,13,-58.44462132,-34.56201105,PASAJEROS,PEATON,PEATON,FEMENINO,60
487,2019-0063,1,2019-08-04,1,AVENIDA,15,-58.45220688,-34.58711712,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,0
488,2019-0064,1,2019-08-06,3,AVENIDA,7,-58.4596221,-34.6224514,AUTO,CONDUCTOR,MOTO,MASCULINO,20
489,2019-0065,1,2019-08-08,16,CALLE,4,-58.4197085,-34.65414867,PASAJEROS,PEATON,PEATON,FEMENINO,55
490,2019-0066,1,2019-08-11,21,AVENIDA,7,-58.44187596,-34.64938031,AUTO,PEATON,PEATON,MASCULINO,40
491,2019-0067,1,2019-08-14,15,CALLE,10,-58.49101637,-34.64276621,CARGAS,CONDUCTOR,MOTO,MASCULINO,35
492,2019-0068,1,2019-08-14,17,AVENIDA,8,-58.42493829,-34.66256502,MOTO,CONDUCTOR,MOTO,MASCULINO,53
493,2019-0069,1,2019-08-17,5,AVENIDA,4,-58.40489318,-34.62930162,AUTO,CONDUCTOR,MOTO,MASCULINO,43
494,2019-0070,1,2019-08-22,12,AVENIDA,14,-58.4268668,-34.59217875,BICICLETA,CONDUCTOR,MOTO,MASCULINO,25
495,2019-0071,1,2019-08-27,11,AVENIDA,9,-58.479611,-34.65620398,CARGAS,PEATON,PEATON,MASCULINO,0
496,2019-0072,1,2019-08-28,6,AVENIDA,10,-58.47439934,-34.63524207,AUTO,CONDUCTOR,AUTO,MASCULINO,22
497,2019-0073,1,2019-08-29,1,AVENIDA,15,-58.46711912,-34.57926018,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,29
498,2019-0074,1,2019-08-29,9,AUTOPISTA,13,-58.46514781,-34.53465378,CARGAS,CONDUCTOR,MOTO,MASCULINO,35
499,2019-0075,1,2019-08-30,23,CALLE,4,-58.37571078,-34.65584079,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,31
500,2019-0076,1,2019-09-05,18,AUTOPISTA,4,-58.37157668,-34.65429986,CARGAS,CONDUCTOR,MOTO,FEMENINO,29
501,2019-0077,1,2019-09-08,3,AVENIDA,14,-58.39811256,-34.58070186,AUTO,PEATON,PEATON,FEMENINO,28
502,2019-0078,1,2019-09-12,8,AVENIDA,4,-58.41125934,-34.6541774,CARGAS,PEATON,PEATON,FEMENINO,72
503,2019-0079,1,2019-09-17,5,CALLE,5,-58.41822901,-34.61866836,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,57
504,2019-0080,1,2019-09-17,18,GRAL PAZ,13,-58.47617802,-34.53825652,MOTO,PEATON,PEATON,MASCULINO,76
505,2019-0081,1,2019-09-23,16,AVENIDA,15,-58.46141281,-34.58623761,PASAJEROS,PEATON,PEATON,MASCULINO,67
506,2019-0082,1,2019-09-25,7,AVENIDA,8,-58.42985146,-34.6611974,CARGAS,CICLISTA,BICICLETA,MASCULINO,47
507,2019-0083,1,2019-09-26,8,CALLE,9,-58.48457413,-34.6583909,AUTO,CONDUCTOR,AUTO,MASCULINO,73
508,2019-0084,1,2019-09-27,11,CALLE,7,-58.46572884,-34.63628186,CARGAS,CICLISTA,BICICLETA,FEMENINO,40
509,2019-0085,1,2019-10-09,22,CALLE,10,-58.49261744,-34.6341913,TREN,CICLISTA,BICICLETA,MASCULINO,20
510,2019-0086,1,2019-10-15,14,AVENIDA,15,-58.45283186,-34.5884156,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29
511,2019-0087,1,2019-10-21,21,AVENIDA,12,-58.47973681,-34.57418656,MOTO,CONDUCTOR,MOTO,MASCULINO,41
512,2019-0088,1,2019-10-22,20,AVENIDA,4,-58.40623949,-34.65076549,PASAJEROS,PEATON,PEATON,MASCULINO,27
513,2019-0089,1,2019-10-23,15,AVENIDA,4,-58.36244648,-34.63107887,CARGAS,PEATON,PEATON,FEMENINO,92
514,2019-0090,1,2019-10-24,18,AVENIDA,9,-58.49962423,-34.64868027,MOTO,PEATON,PEATON,MASCULINO,67
515,2019-0091,1,2019-11-01,20,AVENIDA,15,-58.44551437,-34.59559816,PASAJEROS,PEATON,PEATON,MASCULINO,35
516,2019-0092,1,2019-11-03,10,CALLE,4,-58.35608181,-34.63420319,PASAJEROS,PEATON,PEATON,MASCULINO,37
517,2019-0093,1,2019-11-13,11,AVENIDA,11,-58.46483679,-34.60907662,OTRO,CICLISTA,BICICLETA,MASCULINO,16
518,2019-0094,1,2019-11-18,14,CALLE,15,-58.44368628,-34.59724326,OTRO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,0
519,2019-0095,1,2019-11-20,15,AUTOPISTA,1,-58.37864583,-34.62907067,CARGAS,CONDUCTOR,MOTO,MASCULINO,0
520,2019-0096,1,2019-11-22,19,AVENIDA,1,-58.37560352,-34.62726382,PASAJEROS,PEATON,PEATON,MASCULINO,73
521,2019-0097,1,2019-11-25,8,AUTOPISTA,9,-58.47721439,-34.64815069,MULTIPLE,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23
522,2019-0098,1,2019-11-25,14,AVENIDA,15,-58.45134029,-34.58984288,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61
523,2019-0100,1,2019-12-05,17,AVENIDA,12,-58.49040794,-34.58368803,AUTO,CONDUCTOR,MOTO,MASCULINO,38
524,2019-0101,1,2019-12-17,4,AVENIDA,4,-58.42102679,-34.64991178,MOTO,CONDUCTOR,MOTO,MASCULINO,25
525,2019-0102,1,2019-12-17,14,CALLE,9,-58.52219407,-34.64143926,AUTO,CONDUCTOR,MOTO,MASCULINO,18
526,2019-0103,1,2019-12-18,11,GRAL PAZ,11,-58.52169422,-34.5947164,MOTO,CONDUCTOR,MOTO,MASCULINO,24
