,ID,Cantidad de victimas,Fecha,HH,Tipo De Calle,Comuna,Long,Lat,Vehiculo Acusado,ROL,Vehiculo Victima,Sexo,Edad
527,2019-0104,1,2019-12-21,4,AVENIDA,10,-58.47460416,-34.63206174,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23
528,2019-0105,1,2019-05-05,11,AVENIDA,10,-58.50512382,-34.61520391,AUTO,PEATON,PEATON,FEMENINO,82
529,2020-0001,1,2020-01-04,10,CALLE,15,-58.43910409,-34.59213355,AUTO,PEATON,PEATON,FEMENINO,87
530,2020-0002,1,2020-01-05,20,AVENIDA,7,-58.45019436,-34.64646409,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,36
531,2020-0003,1,2020-01-11,6,AVENIDA,3,-58.39337644,-34.60927582,AUTO,PEATON,PEATON,MASCULINO,44
532,2020-0004,1,2020-01-14,21,AVENIDA,1,-58.39055614,-34.60919284,PASAJEROS,PEATON,PEATON,MASCULINO,82
533,2020-0005,1,2020-01-14,6,AVENIDA,3,-58.41036975,-34.62477021,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,25
534,2020-0006,1,2020-01-20,12,AVENIDA,8,-58.44925765,-34.65412546,CARGAS,CONDUCTOR,MOTO,MASCULINO,23
535,2020-0007,1,2020-01-27,0,CALLE,1,-58.3815685,-34.61648696,MOTO,PEATON,PEATON,MASCULINO,52
536,2020-0008,1,2020-01-30,7,AVENIDA,2,-58.40662899,-34.59804521,CARGAS,CONDUCTOR,MOTO,MASCULINO,49
537,2020-0009,1,2020-02-04,14,CALLE,5,-58.41985649,-34.6060085,AUTO,PEATON,PEATON,MASCULINO,48
538,2020-0010,1,2020-02-08,5,AVENIDA,1,-58.38099833,-34.62214953,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,0
539,2020-0011,1,2020-02-12,11,CALLE,5,-58.41803309,-34.61823178,CARGAS,CONDUCTOR,MOTO,MASCULINO,31
540,2020-0012,1,2020-02-18,21,CALLE,3,-58.40604003,-34.61783553,MOTO,PEATON,PEATON,FEMENINO,66
541,2020-0013,1,2020-02-20,12,AVENIDA,15,-58.47549929,-34.57994061,MOTO,PEATON,PEATON,FEMENINO,58
542,2020-0014,1,2020-02-27,2,CALLE,11,-58.51398484,-34.61600366,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,0
543,2020-0015,1,2020-02-28,14,AVENIDA,1,-58.36797542,-34.62519403,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29
544,2020-0016,1,2020-02-29,13,AVENIDA,1,-58.37133616,-34.59879316,PASAJEROS,PEATON,PEATON,MASCULINO,68
545,2020-0017,1,2020-03-05,23,AVENIDA,3,-58.39613805,-34.61413568,AUTO,PEATON,PEATON,MASCULINO,0
546,2020-0018,1,2020-03-09,14,AVENIDA,13,-58.44903073,-34.54200276,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,31
547,2020-0019,1,2020-03-10,21,CALLE,5,-58.41972364,-34.6284667,AUTO,PEATON,PEATON,FEMENINO,80
548,2020-0020,1,2020-03-13,17,AVENIDA,3,-58.40571596,-34.60557123,MOTO,PEATON,PEATON,FEMENINO,74
549,2020-0021,1,2020-03-14,16,CALLE,2,-58.4145159,-34.59488319,AUTO,PEATON,PEATON,FEMENINO,87
550,2020-0022,1,2020-04-07,6,AUTOPISTA,9,-58.47297505,-34.66245085,CARGAS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44
551,2020-0023,1,2020-04-09,18,AVENIDA,4,-58.35791192,-34.63695178,CARGAS,CONDUCTOR,AUTO,MASCULINO,44
552,2020-0024,1,2020-04-24,7,CALLE,9,-58.50801713,-34.65177305,AUTO,CONDUCTOR,AUTO,MASCULINO,53
553,2020-0025,1,2020-05-12,5,AVENIDA,3,-58.40258477,-34.60975108,AUTO,PEATON,PEATON,MASCULINO,0
554,2020-0027,1,2020-05-18,8,AVENIDA,8,-58.48267426,-34.68454456,CARGAS,PEATON,PEATON,MASCULINO,76
555,2020-0028,1,2020-05-19,10,AVENIDA,15,-58.44248936,-34.60221948,PASAJEROS,PEATON,PEATON,MASCULINO,91
556,2020-0029,1,2020-06-10,14,GRAL PAZ,9,-58.52909134,-34.63886726,PASAJEROS,PEATON,PEATON,MASCULINO,80
557,2020-0030,1,2020-06-16,15,AVENIDA,6,-58.45158942,-34.6064658,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,40
558,2020-0031,1,2020-06-30,8,AVENIDA,9,-58.49344309,-34.65788529,CARGAS,CONDUCTOR,MOTO,MASCULINO,29
559,2020-0032,1,2020-07-10,23,AVENIDA,15,-58.44259166,-34.59635137,AUTO,CONDUCTOR,MOTO,MASCULINO,21
560,2020-0033,1,2020-07-19,6,GRAL PAZ,13,-58.46743471,-34.53476874,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,32
561,2020-0034,1,2020-08-02,3,CALLE,3,-58.41178158,-34.60922259,AUTO,PEATON,PEATON,FEMENINO,0
562,2020-0035,1,2020-08-04,5,AUTOPISTA,7,-58.45068621,-34.63638927,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,40
563,2020-0036,1,2020-08-07,18,AVENIDA,14,-58.42016954,-34.5877879,MOTO,PEATON,PEATON,MASCULINO,72
564,2020-0037,1,2020-08-29,4,AVENIDA,8,-58.43850413,-34.65554754,AUTO,PEATON,PEATON,MASCULINO,38
565,2020-0038,2,2020-08-30,4,AVENIDA,14,-58.40617526,-34.58345898,AUTO,CONDUCTOR,AUTO,MASCULINO,46
566,2020-0038,2,2020-08-30,4,AVENIDA,14,-58.40617526,-34.58345898,AUTO,CONDUCTOR,AUTO,MASCULINO,64
567,2020-0040,1,2020-09-12,3,AVENIDA,2,-58.38526125,-34.5780581,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,0
568,2020-0041,1,2020-09-28,1,AVENIDA,7,-58.4475047,-34.63491705,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,34
569,2020-0042,1,2020-09-29,17,AVENIDA,8,-58.46745752,-34.68192648,PASAJEROS,PEATON,PEATON,FEMENINO,53
570,2020-0043,1,2020-09-30,17,AVENIDA,1,-58.37202621,-34.59717942,PASAJEROS,PEATON,PEATON,MASCULINO,64
571,2020-0044,1,2020-10-05,0,AVENIDA,6,-58.42779702,-34.62207347,AUTO,CONDUCTOR,AUTO,MASCULINO,43
572,2020-0045,1,2020-10-19,3,GRAL PAZ,8,-58.46244952,-34.70524971,CARGAS,CONDUCTOR,AUTO,MASCULINO,50
573,2020-0046,1,2020-10-27,21,AVENIDA,11,-58.4844016,-34.60776782,MOTO,CONDUCTOR,MOTO,MASCULINO,41
574,2020-0047,1,2020-10-27,14,AUTOPISTA,9,-58.46668375,-34.65174801,CARGAS,PEATON,PEATON,MASCULINO,15
575,2020-0048,1,2020-10-29,20,AVENIDA,15,-58.4495878,-34.59322448,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,41
576,2020-0049,1,2020-10-30,20,AVENIDA,1,-58.37533517,-34.59276462,AUTO,PEATON,PEATON,MASCULINO,36
577,2020-0050,1,2020-11-01,22,AVENIDA,14,-58.42525456,-34.57866344,MOTO,PEATON,PEATON,FEMENINO,28
578,2020-0051,1,2020-11-05,0,AVENIDA,10,-58.48493828,-34.62981124,AUTO,CONDUCTOR,MOTO,MASCULINO,49
579,2020-0052,1,2020-11-07,6,AVENIDA,3,-58.40480504,-34.60183884,CARGAS,CICLISTA,BICICLETA,MASCULINO,44
580,2020-0053,1,2020-11-09,3,AVENIDA,4,-58.41125934,-34.6541774,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27
581,2020-0054,1,2020-11-19,9,CALLE,4,-58.39956546,-34.6297708,AUTO,CICLISTA,BICICLETA,MASCULINO,59
582,2020-0055,1,2020-11-19,12,AVENIDA,12,-58.49005682,-34.5786897,CARGAS,PEATON,PEATON,MASCULINO,91
583,2020-0056,1,2020-11-21,13,GRAL PAZ,8,-58.47064556,-34.69843756,CARGAS,CONDUCTOR,MOTO,FEMENINO,34
584,2020-0057,1,2020-11-23,7,AVENIDA,11,-58.4750156,-34.61945902,AUTO,PEATON,PEATON,MASCULINO,84
585,2020-0058,1,2020-11-24,16,AVENIDA,10,-58.48727942,-34.63652467,AUTO,PEATON,PEATON,MASCULINO,57
586,2020-0059,1,2020-12-01,6,CALLE,1,-58.3795169,-34.62794241,PASAJEROS,PEATON,PEATON,FEMENINO,49
587,2020-0060,1,2020-12-03,20,AVENIDA,9,-58.47750832,-34.65672199,MOTO,PEATON,PEATON,FEMENINO,69
588,2020-0061,1,2020-12-03,14,AUTOPISTA,13,-58.44927253,-34.54048625,CARGAS,CONDUCTOR,MOTO,MASCULINO,45
589,2020-0062,1,2020-12-04,17,CALLE,3,-58.39246272,-34.61253541,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,47
590,2020-0063,2,2020-12-05,7,CALLE,11,-58.52783814,-34.61047001,MOTO,PEATON,PEATON,MASCULINO,38
591,2020-0063,2,2020-12-05,7,CALLE,11,-58.52783814,-34.61047001,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21
592,2020-0065,1,2020-12-05,16,GRAL PAZ,12,-58.49332664,-34.54836855,AUTO,CONDUCTOR,MOTO,MASCULINO,24
593,2020-0066,1,2020-12-07,4,AUTOPISTA,10,-58.50178784,-34.63593897,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27
594,2020-0067,1,2020-12-11,22,AVENIDA,4,-58.41657793,-34.65476216,PASAJEROS,PEATON,PEATON,MASCULINO,51
595,2020-0068,1,2020-12-12,20,AVENIDA,2,-58.39731474,-34.58307887,AUTO,CONDUCTOR,MOTO,MASCULINO,71
596,2020-0069,1,2020-12-15,5,AVENIDA,1,-58.38746381,-34.61790839,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25
597,2020-0070,1,2020-12-17,15,AVENIDA,2,-58.39189441,-34.59176378,PASAJEROS,PEATON,PEATON,FEMENINO,81
598,2020-0071,1,2020-12-17,23,AVENIDA,7,-58.46749188,-34.63551751,AUTO,PEATON,PEATON,MASCULINO,4
599,2020-0072,1,2020-12-19,3,AVENIDA,3,-58.40280471,-34.62113271,AUTO,CICLISTA,BICICLETA,MASCULINO,42
600,2020-0073,1,2020-12-20,7,AVENIDA,8,-58.44451316,-34.68475866,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,56
601,2020-0074,1,2020-12-20,21,AVENIDA,7,-58.47110424,-34.62742408,AUTO,CONDUCTOR,AUTO,MASCULINO,39
602,2020-0075,1,2020-12-23,14,AVENIDA,1,-58.38220928,-34.60373898,PASAJEROS,PEATON,PEATON,MASCULINO,23
603,2020-0076,1,2020-12-24,12,AVENIDA,10,-58.49794468,-34.61565025,PASAJEROS,CONDUCTOR,AUTO,FEMENINO,78
604,2020-0077,2,2020-12-25,6,AVENIDA,15,-58.47220945,-34.60111373,AUTO,CONDUCTOR,MOTO,FEMENINO,30
605,2020-0077,2,2020-12-25,6,AVENIDA,15,-58.47220945,-34.60111373,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24
606,2020-0078,1,2020-12-25,5,CALLE,7,-58.43706741,-34.63217813,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,26
607,2020-0079,1,2020-12-27,4,GRAL PAZ,12,-58.49332664,-34.54836855,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,28
608,2021-0001,1,2021-01-06,18,AUTOPISTA,1,-58.37960727,-34.62622851,AUTO,CONDUCTOR,MOTO,MASCULINO,36
609,2021-0002,1,2021-01-07,10,AVENIDA,9,-58.51061062,-34.64972472,CARGAS,CONDUCTOR,MOTO,FEMENINO,47
610,2021-0003,1,2021-01-10,7,AUTOPISTA,7,-58.43052224,-34.62941648,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27
611,2021-0004,1,2021-01-11,9,AVENIDA,5,-58.41455544,-34.63866836,CARGAS,PEATON,PEATON,FEMENINO,61
612,2021-0005,1,2021-01-11,21,AVENIDA,9,-58.46774439,-34.64730145,AUTO,PEATON,PEATON,MASCULINO,73
613,2021-0006,1,2021-01-12,21,AUTOPISTA,14,-58.40786274,-34.56726817,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23
614,2021-0007,1,2021-01-18,10,AVENIDA,15,-58.48744301,-34.58622275,MOTO,CONDUCTOR,MOTO,MASCULINO,84
615,2021-0008,1,2021-01-22,23,AVENIDA,4,-58.41657793,-34.65476216,PASAJEROS,PEATON,PEATON,MASCULINO,28
616,2021-0009,1,2021-01-23,5,AVENIDA,6,-58.45351111,-34.61134937,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,31
617,2021-0010,1,2021-01-23,8,GRAL PAZ,12,-58.5007381,-34.5497951,AUTO,CONDUCTOR,MOTO,MASCULINO,28
618,2021-0011,1,2021-01-27,1,AVENIDA,2,-58.39144148,-34.59564871,AUTO,PEATON,PEATON,MASCULINO,21
619,2021-0012,1,2021-01-29,20,AUTOPISTA,8,-58.48191128,-34.68385968,AUTO,PEATON,PEATON,MASCULINO,0
620,2021-0013,1,2021-01-31,6,AVENIDA,10,-58.48727942,-34.63652467,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,41
621,2021-0014,1,2021-02-02,0,AVENIDA,15,-58.48328708,-34.59779521,AUTO,PEATON,PEATON,MASCULINO,28
622,2021-0015,1,2021-02-06,3,AVENIDA,15,-58.49018543,-34.5972499,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,26
623,2021-0016,1,2021-02-14,5,AVENIDA,8,-58.47230127,-34.68482689,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,22
624,2021-0017,1,2021-02-17,4,AVENIDA,1,-58.38262614,-34.63168269,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33
625,2021-0018,1,2021-02-20,19,CALLE,3,-58.41047268,-34.60793518,AUTO,PEATON,PEATON,MASCULINO,36
626,2021-0019,1,2021-02-21,1,AVENIDA,12,-58.49659234,-34.56353635,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,30
627,2021-0020,1,2021-02-21,15,CALLE,5,-58.42462955,-34.60727189,CARGAS,PEATON,PEATON,FEMENINO,0
628,2021-0021,1,2021-02-26,5,CALLE,3,-58.41168345,-34.61185625,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,39
629,2021-0022,1,2021-02-28,12,AVENIDA,13,-58.45157681,-34.55217303,SD,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68
630,2021-0024,1,2021-03-03,16,AVENIDA,9,-58.49573651,-34.67006054,CARGAS,CICLISTA,BICICLETA,MASCULINO,5
631,2021-0025,1,2021-03-11,3,GRAL PAZ,8,-58.48695354,-34.68795245,OTRO,CONDUCTOR,MOTO,MASCULINO,37
632,2021-0026,1,2021-03-15,2,AUTOPISTA,4,-58.37562539,-34.64449357,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,36
633,2021-0027,1,2021-03-16,15,GRAL PAZ,12,-58.49491054,-34.54795581,CARGAS,CONDUCTOR,MOTO,FEMENINO,19
634,2021-0028,1,2021-03-29,17,AVENIDA,7,-58.44147621,-34.64357704,PASAJEROS,PEATON,PEATON,MASCULINO,0
635,2021-0029,1,2021-03-31,18,AVENIDA,7,-58.46899119,-34.63215432,AUTO,CONDUCTOR,AUTO,MASCULINO,26
636,2021-0030,1,2021-04-03,18,CALLE,4,-58.38685612,-34.63455776,PASAJEROS,PEATON,PEATON,MASCULINO,36
637,2021-0031,1,2021-04-07,10,AVENIDA,1,-58.38113667,-34.61765323,CARGAS,PEATON,PEATON,FEMENINO,68
638,2021-0032,1,2021-04-10,19,AUTOPISTA,13,-58.44112678,-34.54538956,MOTO,PEATON,PEATON,MASCULINO,60
639,2021-0033,1,2021-04-14,17,AUTOPISTA,5,-58.41595919,-34.62743346,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,33
640,2021-0034,1,2021-04-19,14,AVENIDA,4,-58.40184094,-34.64546845,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26
641,2021-0035,1,2021-05-03,9,AVENIDA,8,-58.44642231,-34.65679806,CARGAS,CONDUCTOR,MOTO,MASCULINO,24
642,2021-0036,1,2021-05-09,6,GRAL PAZ,11,-58.52340614,-34.59798754,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,36
643,2021-0037,1,2021-05-11,7,AVENIDA,13,-58.46649069,-34.56219075,PASAJEROS,PEATON,PEATON,FEMENINO,58
644,2021-0038,1,2021-05-14,11,AVENIDA,14,-58.42653328,-34.57816791,CARGAS,CONDUCTOR,MOTO,FEMENINO,44
645,2021-0039,1,2021-05-15,12,AVENIDA,9,-58.50407099,-34.65303372,AUTO,CICLISTA,BICICLETA,MASCULINO,86
646,2021-0040,1,2021-05-20,5,GRAL PAZ,13,-58.46743471,-34.53476874,AUTO,CONDUCTOR,MOTO,MASCULINO,27
647,2021-0041,1,2021-05-20,8,AVENIDA,14,-58.40986646,-34.5772806,PASAJEROS,PEATON,PEATON,MASCULINO,75
648,2021-0042,1,2021-05-21,5,AVENIDA,9,-58.51739138,-34.63931792,PASAJEROS,PEATON,PEATON,MASCULINO,39
649,2021-0043,1,2021-05-22,18,AVENIDA,9,-58.50719962,-34.65556223,AUTO,PEATON,PEATON,MASCULINO,50
650,2021-0044,1,2021-05-25,2,AVENIDA,9,-58.46712311,-34.64600222,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21
651,2021-0045,1,2021-05-26,17,AUTOPISTA,4,-58.37709334,-34.64035082,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,22
652,2021-0046,1,2021-05-31,2,AVENIDA,15,-58.46033141,-34.58569883,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20
653,2021-0047,1,2021-06-02,16,AVENIDA,4,-58.42190745,-34.65633192,AUTO,CONDUCTOR,MOTO,MASCULINO,59
654,2021-0048,1,2021-06-03,9,AVENIDA,12,-58.49026573,-34.5698141,AUTO,CICLISTA,BICICLETA,MASCULINO,44
655,2021-0049,1,2021-06-03,20,AVENIDA,8,-58.45410344,-34.66902702,AUTO,CONDUCTOR,AUTO,MASCULINO,74
656,2021-0050,1,2021-06-10,13,AVENIDA,13,-58.44751621,-34.55719892,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,56
657,2021-0051,1,2021-06-15,19,AVENIDA,4,-58.42040352,-34.66005171,CARGAS,PEATON,PEATON,MASCULINO,73
658,2021-0052,1,2021-06-20,5,GRAL PAZ,8,-58.49530249,-34.68010798,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19
659,2021-0053,1,2021-06-20,12,AVENIDA,15,-58.44399875,-34.5947736,BICICLETA,PEATON,PEATON,MASCULINO,58
660,2021-0054,1,2021-06-22,14,CALLE,4,-58.42759813,-34.65463857,CARGAS,CONDUCTOR,MOTO,MASCULINO,41
661,2021-0055,1,2021-06-29,12,AVENIDA,3,-58.40547222,-34.60456293,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47
662,2021-0056,1,2021-07-09,23,AVENIDA,4,-58.42473018,-34.6500828,AUTO,CICLISTA,BICICLETA,MASCULINO,60
663,2021-0057,1,2021-07-10,23,AUTOPISTA,2,-58.39257023,-34.57563957,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,46
664,2021-0058,1,2021-07-21,0,GRAL PAZ,12,-58.48941042,-34.54596153,AUTO,PEATON,PEATON,MASCULINO,24
665,2021-0059,1,2021-07-22,1,AVENIDA,3,-58.3964074,-34.62783085,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44
666,2021-0060,1,2021-07-22,12,AVENIDA,5,-58.41971993,-34.6111224,PASAJEROS,PEATON,PEATON,FEMENINO,80
667,2021-0061,1,2021-07-24,9,AVENIDA,4,-58.40544588,-34.65012801,CARGAS,PEATON,PEATON,FEMENINO,55
668,2021-0062,1,2021-07-27,7,AVENIDA,4,-58.42003882,-34.64645957,CARGAS,CONDUCTOR,AUTO,MASCULINO,73
669,2021-0063,1,2021-08-02,4,AVENIDA,7,-58.46851293,-34.63348678,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31
670,2021-0064,1,2021-08-02,20,GRAL PAZ,9,-58.52931141,-34.65422917,CARGAS,PEATON,PEATON,MASCULINO,37
671,2021-0065,1,2021-08-06,8,AVENIDA,6,-58.42675754,-34.6269973,PASAJEROS,PEATON,PEATON,FEMENINO,63
672,2021-0066,1,2021-08-06,20,AVENIDA,11,-58.52933723,-34.61098186,PASAJEROS,PEATON,PEATON,MASCULINO,59
673,2021-0067,1,2021-08-08,9,AUTOPISTA,1,-58.37910943,-34.62764718,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27
674,2021-0068,1,2021-08-15,6,AVENIDA,11,-58.52161176,-34.61164474,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,39
675,2021-0069,1,2021-08-20,17,AVENIDA,14,-58.41354692,-34.5869768,AUTO,PEATON,PEATON,MASCULINO,17
676,2021-0070,1,2021-08-28,8,AVENIDA,8,-58.43960781,-34.65470804,CARGAS,CONDUCTOR,MOTO,MASCULINO,31
677,2021-0071,1,2021-08-31,16,CALLE,3,-58.4045461,-34.60003693,MOTO,PEATON,PEATON,MASCULINO,88
678,2021-0072,1,2021-09-01,19,AVENIDA,2,-58.39303911,-34.59871111,AUTO,PEATON,PEATON,FEMENINO,57
679,2021-0073,1,2021-09-18,12,AVENIDA,2,-58.39391034,-34.58405348,AUTO,CICLISTA,BICICLETA,FEMENINO,76
680,2021-0074,1,2021-09-20,15,GRAL PAZ,12,-58.5007381,-34.5497951,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,55
681,2021-0075,1,2021-09-21,14,CALLE,1,-58.38281301,-34.62786038,CARGAS,PEATON,PEATON,MASCULINO,65
682,2021-0076,1,2021-10-16,6,AVENIDA,7,-58.43980799,-34.65094083,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,31
683,2021-0077,1,2021-10-18,7,AVENIDA,6,-58.44402387,-34.62933109,CARGAS,CONDUCTOR,MOTO,FEMENINO,31
684,2021-0078,1,2021-10-23,6,AVENIDA,6,-58.42779702,-34.62207347,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,22
685,2021-0079,1,2021-10-25,3,CALLE,3,-58.40944147,-34.60097942,AUTO,PEATON,PEATON,MASCULINO,0
686,2021-0080,1,2021-10-28,16,AVENIDA,1,-58.38277479,-34.5943016,AUTO,CONDUCTOR,MOTO,MASCULINO,32
687,2021-0081,1,2021-11-02,13,AUTOPISTA,4,-58.37627355,-34.63800916,CARGAS,CONDUCTOR,MOTO,MASCULINO,26
688,2021-0082,1,2021-11-06,4,AUTOPISTA,3,-58.39591856,-34.62453459,AUTO,CONDUCTOR,MOTO,MASCULINO,38
689,2021-0083,1,2021-11-09,0,AVENIDA,13,-58.45829717,-34.56015762,AUTO,CONDUCTOR,MOTO,MASCULINO,30
690,2021-0084,1,2021-11-11,3,AVENIDA,9,-58.49142611,-34.64584795,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,32
691,2021-0085,1,2021-11-20,18,GRAL PAZ,12,-58.51271409,-34.57786555,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,49
692,2021-0086,1,2021-11-25,10,AVENIDA,6,-58.44864864,-34.62352826,PASAJEROS,PEATON,PEATON,MASCULINO,75
693,2021-0087,1,2021-11-27,11,CALLE,1,-58.37795815,-34.59167894,BICICLETA,PEATON,PEATON,FEMENINO,73
694,2021-0088,1,2021-12-01,15,CALLE,13,-58.45531707,-34.55555257,AUTO,CONDUCTOR,MOTO,MASCULINO,45
695,2021-0089,1,2021-12-02,1,AVENIDA,11,-58.47633683,-34.62140594,AUTO,CONDUCTOR,MOTO,MASCULINO,41
696,2021-0090,1,2021-12-10,11,AVENIDA,1,-58.38188582,-34.60256036,PASAJEROS,PEATON,PEATON,MASCULINO,73
697,2021-0091,1,2021-12-11,23,CALLE,10,-58.51989389,-34.62284918,AUTO,CONDUCTOR,MOTO,MASCULINO,24
698,2021-0092,1,2021-12-12,6,AVENIDA,3,-58.4059686,-34.61011987,AUTO,PEATON,PEATON,FEMENINO,50
699,2021-0093,1,2021-12-13,17,AVENIDA,7,-58.43353773,-34.64561636,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18
700,2021-0094,1,2021-12-20,1,AUTOPISTA,9,-58.46739825,-34.65117757,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43
701,2021-0095,1,2021-12-30,0,AVENIDA,11,-58.47293407,-34.61984745,CARGAS,CONDUCTOR,MOTO,MASCULINO,27
702,2021-0096,1,2021-12-15,10,AVENIDA,9,-58.47066794,-34.65021673,CARGAS,CONDUCTOR,AUTO,MASCULINO,60
703,2021-0097,1,2021-11-18,6,CALLE,1,-58.37976155,-34.58679619,AUTO,CICLISTA,BICICLETA,MASCULINO,53
